requirement_id	claim_sha256	formal_file	formal_declarations	implementation_refs	test_refs	test_classes	formal_status	conformance_status	notes
P4-07	0bd822921ae2c9f39329fd0cc21480548965c0e02e22a6470e479b1d93ed0a99	docs/section3-repair-audit/formal/Phase4CollisionBuckets.lean	canonical_preimage_is_injective	src/is/fivefivefive/CanDis/theory/ParentRecordKey.java#structuralKey;src/is/fivefivefive/CanDis/theory/TypedSlottedPortEGraph.java#parentUsesSnapshot	src/is/fivefivefive/CanDis/theory/TheoryStateTest.java#testGraphOwnershipAndQuiescence;certificate-verifier/test/org/acgn/cert/VerifierTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	Owner and canonical shape form the modeled injective preimage and Java reverse-use keys are owner-qualified; cryptographic identifier injectivity is not claimed and malformed wire identities fail closed
P4-08	9e9ffde2a03d7ad605388bba45460064d6106d4be38dbbafeff2fc2a049af8fe	docs/section3-repair-audit/formal/Phase4CollisionBuckets.lean	initial_graph_is_quiescent_exact;supported_operation_preserves_quiescent_exact;supported_run_preserves_quiescent_exact;supported_quiescent_public_observation_is_exact	src/is/fivefivefive/CanDis/theory/TypedSlottedPortEGraph.java#rebuildHashConsExactly;src/is/fivefivefive/CanDis/theory/TypedSlottedPortEGraph.java#requireHashBucketsExact;src/is/fivefivefive/CanDis/theory/TypedSlottedPortEGraph.java#hashIndexRebuildCount	src/is/fivefivefive/CanDis/theory/TheoryRebuildTest.java#testCertifiedInterfaceRestriction;src/is/fivefivefive/CanDis/theory/TheoryStateTest.java#testGraphOwnershipAndQuiescence	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	The finite supported-operation model preserves exact public buckets; Java validates the incoming index, clears and reconstructs it from live records, and validates exact buckets afterward; fresh counter-only and empty-body mutants die in full and isolated interface-change tests, while a whole-program refinement theorem remains open
P4-09	0a39e5dd9a5342d92f97ea8567bd2ab76a4d4753c6e12d8d9cbe475509782321	docs/section3-repair-audit/formal/Phase4CollisionBuckets.lean	revision_only_memo_is_unsound;changed_record_is_reconsidered	src/is/fivefivefive/CanDis/theory/TypedSlottedPortEGraph.java#invalidateCollisionMemo;src/is/fivefivefive/CanDis/theory/TypedSlottedPortEGraph.java#collisionParentEdge	src/is/fivefivefive/CanDis/theory/TheoryRebuildTest.java#testSameRevisionWitnessChangeInvalidatesCollisionMemo;src/is/fivefivefive/CanDis/theory/TheoryRebuildTest.java#testUnexpectedCollisionErrorDoesNotPoisonMemo	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	The stale revision-only counterexample is formalized and the implementation regressions force reconsideration after same-revision witness change while preventing unexpected errors from poisoning the memo
P4-10	4a8255c26148e3ecd590fe0346fcfa764a892d9800d2883c65c9bf2eaa9682e0	docs/section3-repair-audit/formal/Phase4CollisionBuckets.lean	admitted_merge_strictly_decreases_positive_leaders	src/is/fivefivefive/CanDis/theory/TypedSlottedPortEGraph.java#rebuild	src/is/fivefivefive/CanDis/theory/TheoryRebuildTest.java#testGeneratedLegalMutationTraces;src/is/fivefivefive/CanDis/theory/TheoryRebuildTest.java#testDirtyOrderIndependence	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	PARTIAL	The Lean theorem covers only the admitted-merge leader measure and generated finite Java traces terminate; no complete termination measure covers every dirty-record and interface-change transition
P4-11	4d40daa73cffd3cc30363c0ddb3f0a5467907489b67460490c28157b37b52fe6	docs/section3-repair-audit/formal/Phase4CollisionBuckets.lean	canonical_preimage_is_injective	src/is/fivefivefive/CanDis/theory/ParentRecordKey.java#structuralKey;certificate-verifier/src/org/acgn/cert/CheckpointVerifier.java#verifyTransitions	certificate-verifier/test/org/acgn/cert/VerifierTest.java#main;src/is/fivefivefive/CanDis/theory/Phase4ProducerTransitionEvidenceTest.java#testSnapshotRejectsMalformedParentTopology	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	The owner-plus-term preimage is injective in the finite model and producer/verifier reject inconsistent identifiers and topology; no mathematical SHA-256 injectivity is assumed or proved
P4-12	ff4b8bf192cab83740fe77850b109b4de517715ed1447ab81c700aa3385380ff	docs/section3-repair-audit/formal/Phase4CollisionBuckets.lean	schema_v10_is_accepted;historical_and_future_schema_versions_reject	certificate-verifier/src/org/acgn/cert/Bundle.java#SCHEMA_VERSION;certificate-verifier/src/org/acgn/cert/Bundle.java#parse	certificate-verifier/test/org/acgn/cert/VerifierTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT-BOUNDED	The finite version predicate admits exactly schema v10 and the parser rejects otherwise-valid v5, v6, v7, v8, and v9 relabelings; this is bounded direct evidence rather than a universal parser-refinement proof
P5-01	1058e7eb242b149f09c6fcd68fc12ed5b9d39375479e803ec7024ebde55e692b	docs/section3-repair-audit/formal/Phase5SourceRules.lean	set_none_exactly_one_binding;some_set_none_equal_none;all_set_none_false_is_false	src/is/fivefivefive/CanDis/core/NormalForm.java#hasEmptyAdmissibleBindingSet	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Finite relation semantics and parser-backed normalization retain the unique empty relation binding for set none; universal parser-to-Lean refinement is not claimed
P5-02	4f67c3bf1336bf18d475a910b2bd81df88a81ec31e1c395c60458a637c766d87	docs/section3-repair-audit/formal/Phase5SourceRules.lean	lone_none_exactly_one_binding;some_lone_none_equal_none;all_lone_none_false_is_false	src/is/fivefivefive/CanDis/core/NormalForm.java#hasEmptyAdmissibleBindingSet	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Finite relation semantics and parser-backed normalization retain the unique empty relation binding for lone none; universal parser-to-Lean refinement is not claimed
P5-03	3ffdb7ee391b9a646efc73e75a12d77f50fad794b7033c7e289749b4aa7a158f	docs/section3-repair-audit/formal/Phase5SourceRules.lean	bare_declaration_defaults_to_one;explicit_declaration_overrides_default	src/is/fivefivefive/CanDis/core/NormalForm.java#prenexRelDecl	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	The finite multiplicity model and parser-backed QuantiVar checks distinguish bare ONE from explicit SET/LONE/SOME/ONE/EXACTLY declarations
P5-04	8fbb71041b3a429e177e279f94d18f3269ccaeb4d28d5fc05ae951c8e93ca7b1	docs/section3-repair-audit/formal/Phase5SourceRules.lean	none_subset;none_in_none	src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules;src/is/fivefivefive/CanDis/core/egraph/AlloyRewriteSystem.java#rewriteNode	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Alloy/Kodkod, the finite subset model, Fast Rewrite, certified observation, and ablation regressions agree that none is a subset of none
P5-05	4252bf755653e6ab1d7954ae66372c23a5df58520d532a0dfef38b7d46ec0652	docs/section3-repair-audit/formal/Phase5SourceRules.lean	arbitrary_in_none_is_not_false_without_evidence;nonempty_in_none_is_false;in_unknown_none_stays_guarded;in_proven_nonempty_none_folds_false	src/is/fivefivefive/CanDis/core/NormalForm.java#isStaticallyNonemptySet;src/is/fivefivefive/CanDis/core/egraph/AlloyRewriteSystem.java#isStaticallyNonempty	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#checkGenericLabelCannotMintNonemptiness;src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	PARTIAL	The semantic guard and direct positive/nullable/synthetic-label attacks pass; complete alias and De Bruijn refinement remains part of P5-14
P5-06	44498c99ed4894a86433afcd0d0262fe25e136bb0da4574bebf4a2a4fd4ab25e	docs/section3-repair-audit/formal/Phase5SourceRules.lean	univ_requires_an_inhabitant_for_nonemptiness;empty_universe_is_not_nonempty;some_binding_proves_nonempty;one_binding_proves_nonempty;exactly_none_has_the_none_binding;exactly_binding_does_not_prove_nonempty;univ_without_inhabitant_witness_does_not_prove_nonempty;synthetic_label_never_proves_nonempty	src/is/fivefivefive/CanDis/core/NormalForm.java#isStaticallyNonemptySet;src/is/fivefivefive/CanDis/core/egraph/AlloyRewriteSystem.java#isStaticallyNonempty	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#checkExactlyOfDoesNotMintNonemptiness;src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	PARTIAL	Lean reconstructs Alloy EXACTLY-of as relation equality, proves that univ is nonempty only with an inhabitant, and limits guard authority to ONE/SOME; 253 source-rule checks include direct Fast Rewrite and five-arm EXACTLY-of attacks, while complete Java refinement and frozen review remain open
P5-07	da74ebe0acd1ce6b63daadf6b3b6d1abd901208b31d3e9381134dc2b5130be83	docs/section3-repair-audit/formal/Phase5SourceRules.lean	none_not_in_none_is_false;nonempty_not_in_none_is_true;no_relation_not_in_univ;not_in_unknown_none_stays_guarded;not_in_proven_nonempty_none_folds_true	src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules;src/is/fivefivefive/CanDis/core/egraph/AlloyRewriteSystem.java#rewriteNode	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main;src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#checkAblationBindingGuards	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	PARTIAL	The exact relational duals share ONE/SOME authority and retain univ-in-none guards without an inhabitant witness; complete alias refinement remains open
P5-08	7b2c8c1094ecd7448db125f0a836fbd21a155b902aee0750477deb109113262f	docs/section3-repair-audit/formal/Phase5SourceRules.lean	empty_domain_all;empty_domain_not_some;empty_domain_no;empty_domain_not_one;empty_domain_lone;empty_domain_not_not_lone;some_none_has_no_binding;one_none_has_no_binding;exactly_none_has_the_none_binding	src/is/fivefivefive/CanDis/core/NormalForm.java#hasEmptyAdmissibleBindingSet;src/is/fivefivefive/CanDis/core/egraph/AlloyRewriteSystem.java#rewriteQuantifier	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	PARTIAL	The finite quantifier truth table covers empty positive domains and nullable or EXACTLY controls; the Java static-empty recognizer is a documented finite proof family rather than a complete semantic decision procedure
P5-09	a783f4e5b721db166f6236966d15ee0bb748825dea1f8afa963b46a94dfd59c4	docs/section3-repair-audit/formal/Phase5SourceRules.lean	boolean_and_true_identity;boolean_or_false_identity;boolean_and_false_absorbs;boolean_or_true_absorbs;relation_metatype_named_true_is_not_boolean;relation_exact_type_named_false_is_not_boolean;relation_source_type_named_true_is_not_boolean;exact_boolean_true_is_recognized;exact_boolean_false_is_recognized;relation_container_cannot_apply_boolean_identity;contradictory_container_source_type_blocks_boolean_identity;validated_operator_container_can_apply_boolean_identity;generic_boolean_type_does_not_authorize_an_operator;internally_derived_boolean_operator_is_authorized;public_mutation_revokes_internal_boolean_authority;trusted_normalized_construction_retains_internal_boolean_authority;generic_bool_after_public_mutation_cannot_reuse_derived_authority;relation_operand_blocks_boolean_rewrite;all_boolean_operands_admit_boolean_rewrite;forged_boolean_join_is_not_a_formula_operand;forged_boolean_binding_is_not_a_formula_operand;relation_ite_is_retained_but_its_children_are_traversed;exact_boolean_ite_may_expand;incomplete_call_is_rejected_before_parent_rewrite;complete_call_reaches_rewrite_traversal;malformed_descendant_call_blocks_the_whole_rewrite_graph;every_descendant_is_checked_before_rewrite;malformed_union_alternative_blocks_component_admission;malformed_temporal_descendant_blocks_parent_rewrite;forged_temporal_reference_is_rejected;wrong_owner_temporal_reference_is_rejected;unbound_temporal_source_is_rejected;wrong_temporal_source_arity_is_rejected;wrong_temporal_source_visit_is_rejected;incomplete_temporal_edge_bucket_is_rejected;duplicate_temporal_edge_position_is_rejected;removed_temporal_child_vertex_is_rejected;removed_temporal_graph_root_is_rejected;mutated_temporal_source_graph_is_rejected;invalid_live_temporal_reference_cannot_be_sealed;valid_live_temporal_reference_can_be_sealed;sealed_temporal_reference_does_not_require_retained_parser_graph;sealed_temporal_reference_rejects_another_owner;transplanted_temporal_authority_is_rejected;owner_bound_temporal_reference_is_admitted;unreferenced_temporal_child_is_rejected;exact_temporal_child_partition_is_admitted;overlapping_temporal_child_ranges_are_rejected;temporal_evidence_is_not_reusable;successive_temporal_authorities_are_globally_distinct;foreign_arena_child_is_rejected;foreign_profile_child_is_rejected;snapshot_preserves_owning_arena_and_profile;frozen_snapshot_is_immutable;atomic_admission_and_freeze_has_no_mutable_success_state;mutation_rejects_after_atomic_certification_freeze;publishing_normal_form_before_arena_freeze_is_invalid;publishing_after_arena_freeze_is_valid;shared_frozen_descendant_blocks_other_parent_rewrite;all_mutable_reachable_nodes_admit_rewrite;failed_whole_graph_preflight_has_no_partial_result;generated_rewrite_node_inherits_source_arena;thread_local_rewrite_node_is_rejected_when_threads_differ;sealed_egraph_node_admission_is_trusted;overridable_egraph_node_admission_is_rejected;disconnected_registered_union_component_is_pruned;reachable_union_component_member_is_retained;registration_alone_does_not_imply_reachability;empty_root_closure_prunes_every_registered_class;all_null_root_list_has_empty_closure;rejected_child_replacement_preserves_prior_state;admitted_child_replacement_commits_once;a_pruned_eclass_handle_cannot_be_reused;a_retained_eclass_handle_remains_live;a_retired_eclass_fails_admission_before_traversal;retirement_releases_all_eclass_payload;failed_temporal_rewrite_preserves_operation_and_matrix;successful_temporal_rewrite_commits_operation_and_matrix_together;serialized_temporal_rewrite_and_freeze_has_only_atomic_outcomes;public_metadata_cannot_mint_builtin_set_authority;parser_factory_authorizes_builtin_set_constant;derived_rewrite_authorizes_builtin_set_constant;trusted_nullary_rebuild_preserves_builtin_set_authority;adding_a_child_revokes_builtin_set_authority;retired_node_semantic_payload_is_unreadable;retired_child_view_is_unreadable;cross_arena_semantic_comparison_is_rejected;relation_union_none_is_relation;relation_union_univ_is_univ;relation_union_idempotent;relation_union_commutative;relation_union_associative;subset_transitive;subset_of_union_reaches_common_carrier;subset_of_union_does_not_prove_one_parent;authenticated_relational_widening_preserves_a_subrelation;subrelation_union_full_carrier_is_carrier;nested_subsignature_union_carrier_is_carrier;empty_relation_product_left;empty_relation_product_right;empty_relation_join_left;empty_relation_join_right;two_subrelations_union_full_carrier_is_carrier;subrelation_absorbs_through_left_association;subrelation_absorbs_through_right_association;widened_relational_union_flattening;subtype_and_exact_int_alternatives_are_covered;reverse_subtype_widening_is_rejected;sibling_subtype_widening_is_rejected;relation_arity_change_is_not_a_widening;relation_intersection_none_is_none;relation_intersection_univ_is_relation;relation_intersection_idempotent;relation_intersection_commutative;relation_intersection_associative;relation_difference_itself_is_none;equivalent_relations_difference_is_none;none_difference_is_none;relation_difference_none_is_relation;relation_difference_univ_is_none;boolean_complement_or_is_true;boolean_complement_and_is_false;equivalent_boolean_complement_or_is_true;equivalent_boolean_complement_and_is_false;source_rewrite_before_snapshot_agrees;snapshot_after_guard_agrees;exact_integer_plus_is_not_relational_union;exact_relation_plus_remains_relational_union;integer_addition_is_not_idempotent_witness;int_typed_surface_plus_remains_relational_union;int_typed_surface_minus_remains_relational_difference;exact_unary_int_classifier_iff;singleton_int_is_exact_unary_int;heterogeneous_int_signature_is_not_exact_unary_int;consecutive_nested_operator_occurrences_are_distinct;three_nested_ite_branch_occurrences_are_pairwise_distinct;distinct_equal_literal_occurrences_each_start_at_first_visit;swapped_equality_or_its_complement;abstract_direct_extension_cover;abstract_single_extension_cover;nested_abstract_extension_cover;complete_abstract_cover_absorbs_subrelation;union_with_outside_member_is_not_carrier;relation_product_distributes_over_union_right;relation_product_distributes_over_union_left;abstract_cover_lifts_through_product_right;abstract_cover_lifts_through_product_left;abstract_cover_lifts_through_integer_set_coordinate;abstract_cover_lifts_with_integer_first_coordinate;diagonal_products_do_not_cover_full_product;relation_product3_distributes_over_union_third;abstract_cover_lifts_through_variadic_product;complete_two_coordinate_grid_is_product_of_unions;abstract_covers_lift_through_complete_product_grid;partial_product_grid_does_not_cover_full_product;missing_abstract_branch_does_not_cover_parent;enum_two_atom_cover;public_metadata_cannot_mint_builtin_identity;parser_factory_authorizes_builtin_identity;trusted_exact_clone_preserves_builtin_identity;identity_relation_join_left;identity_relation_join_right;transpose_relation_involutive;transpose_identity_relation;transpose_relation_product;positive_identity_path_implies_equality;transitive_closure_identity_relation;reflexive_transitive_closure_identity_relation;positive_path_transitive;reflexive_transitive_closure_transitive;path_of_reflexive_transitive_edges;transitive_closure_idempotent;transitive_of_reflexive_transitive_is_reflexive_transitive;reflexive_transitive_closure_idempotent;reflexive_of_transitive_is_reflexive_transitive	src/is/fivefivefive/CanDis/core/NormalForm.java#normalize;src/is/fivefivefive/CanDis/core/NormalForm.java#requireAdmittedTemporalTree;src/is/fivefivefive/CanDis/core/NormalForm.java#createTemporalReference;src/is/fivefivefive/CanDis/core/NormalForm.java#requireCompleteTemporalChildCoverage;src/is/fivefivefive/CanDis/core/NormalForm.java#stageTemporalChildren;src/is/fivefivefive/CanDis/core/NormalForm.java#pushTemporalNegations;src/is/fivefivefive/CanDis/core/NormalForm.java#freezeForCertification;src/is/fivefivefive/CanDis/core/NormalForm.java#negatedMatrixBeforeNormalization;src/is/fivefivefive/CanDis/core/NormalForm.java#rewriteBranchConnectives;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeGuardedSourceRules;src/is/fivefivefive/CanDis/core/EGraphNode.java#builtinSetConstant;src/is/fivefivefive/CanDis/core/EGraphNode.java#derivedSetConstant;src/is/fivefivefive/CanDis/core/EGraphNode.java#areSemanticComplements;src/is/fivefivefive/CanDis/core/EGraphNode.java#sameSemanticInvocation;src/is/fivefivefive/CanDis/core/EGraphNode.java#certifiedContainerInvocationKey;src/is/fivefivefive/CanDis/core/EGraphNode.java#certifiedAciSingletonInvocation;src/is/fivefivefive/CanDis/core/EGraphNode.java#setSemanticIdentity;src/is/fivefivefive/CanDis/core/EGraphNode.java#isSetConstant;src/is/fivefivefive/CanDis/core/EGraphNode.java#isBooleanConstant;src/is/fivefivefive/CanDis/core/EGraphNode.java#hasBooleanFormulaType;src/is/fivefivefive/CanDis/core/EGraphNode.java#hasBooleanOperands;src/is/fivefivefive/CanDis/core/EGraphNode.java#markDerivedBooleanRewriteAuthority;src/is/fivefivefive/CanDis/core/EGraphNode.java#setNormalizedChildren;src/is/fivefivefive/CanDis/core/EGraphNode.java#inOwningArena;src/is/fivefivefive/CanDis/core/EGraphNode.java#createDerivedNode;src/is/fivefivefive/CanDis/core/EGraphNode.java#replaceChildren;src/is/fivefivefive/CanDis/core/EGraphNode.java#appendChild;src/is/fivefivefive/CanDis/core/EGraphNode.java#addChildInvocation;src/is/fivefivefive/CanDis/core/EGraphNode.java#requireAdmittedArity;src/is/fivefivefive/CanDis/core/EGraphNode.java#requireAdmittedGraph;src/is/fivefivefive/CanDis/core/EGraphNode.java#requireCompatibleChild;src/is/fivefivefive/CanDis/core/EGraphNode.java#snapshot;src/is/fivefivefive/CanDis/core/EGraphNode.java#admitAndFreezeForCertification;src/is/fivefivefive/CanDis/core/EGraphNode.java#saturate;src/is/fivefivefive/CanDis/core/EGraphNode.java#retainReachable;src/is/fivefivefive/CanDis/core/EGraphNode.java#retireSemanticPayload;src/is/fivefivefive/CanDis/core/EGraphNode.java#requireLive;src/is/fivefivefive/CanDis/core/RenamedIdUnionFind.java#retainRegisteredIds;src/is/fivefivefive/CanDis/core/EGraphNode.java#sameInvocation;src/is/fivefivefive/CanDis/core/EGraphNode.java#sameFlatOperatorInstance;src/is/fivefivefive/CanDis/core/EGraphNode.java#sameChildInvocations;src/is/fivefivefive/CanDis/core/EGraphNode.java#isParserCertifiedUnionWidening;src/is/fivefivefive/CanDis/core/EGraphNode.java#isParserCertifiedSubrelationOfFullSignature;src/is/fivefivefive/CanDis/core/EGraphNode.java#hasCompatibleRelationArity;src/is/fivefivefive/CanDis/core/EGraphNode.java#isExactRelationNode;src/is/fivefivefive/ACGN/alloy/SigSymbol.java#fromParser;src/is/fivefivefive/ACGN/alloy/SigSymbol.java#isParserCertifiedSubsignatureOf;src/is/fivefivefive/CanDis/core/NormalForm.java#removeSubrelationsCoveredByFullCarriers;src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#from;src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#parserCertifiedCartesianProduct;src/is/fivefivefive/ACGN/alloy/ExactAlloyType.java#isParserCertifiedRelationSubfamilyOf;src/is/fivefivefive/ACGN/visitor/MASGVisitor.java#getBinaryExprSymbolLabelAndSemantic;src/is/fivefivefive/ACGN/visitor/MASGVisitor.java#connectBinaryOccurrence;src/is/fivefivefive/CanDis/theory/AlloyLawRegistry.java#admitted;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#requireExactLawCarrier;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#buildFlatApplication;src/is/fivefivefive/CanDis/ir/IRAgent.java#TemporalReferenceEvidence;src/is/fivefivefive/CanDis/ir/IRAgent.java#buildEGraph;src/is/fivefivefive/CanDis/ir/IRAgent.java#metatypeOf;src/is/fivefivefive/ACGN/alloy/SigSymbol.java#parserCertifiedAbstractCover;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedAbstractUnionCarrier;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedProductUnionCarrier;src/is/fivefivefive/CanDis/core/EGraphNode.java#plainProductFactorInvocations;src/is/fivefivefive/CanDis/core/EGraphNode.java#parserCertifiedProductSubgroupReduction;src/is/fivefivefive/CanDis/core/EGraphNode.java#buildDerivedPlainProduct;src/is/fivefivefive/CanDis/core/EGraphNode.java#containsCompleteProductGrid;src/is/fivefivefive/CanDis/core/EGraphNode.java#derivedParserSignature;src/is/fivefivefive/ACGN/alloy/ConstSymbol.java#builtinIden;src/is/fivefivefive/CanDis/ir/IRAgent.java#buildEGraph;src/is/fivefivefive/CanDis/core/EGraphNode.java#builtinIdentityRelation;src/is/fivefivefive/CanDis/core/EGraphNode.java#isIdentityRelation;src/is/fivefivefive/CanDis/core/EGraphNode.java#saturateRelationalUnaryRule;src/is/fivefivefive/CanDis/core/NormalForm.java#normalizeRelationalUnaryAndIdentityRules	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#main;src/is/fivefivefive/CanDis/CallExtractionRegressionTest.java#main;src/is/fivefivefive/CanDis/MASGVisitorTypeRegressionTest.java#main;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;certificate-verifier/test/org/acgn/cert/VerifierTest.java#main;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	Java applies guarded Boolean laws, authenticated relational none/univ units and absorbers, difference identities, and Boolean complement/contradiction before the certificate snapshot. Enclosing complement and self-difference rules compare operands in the same typed/profile-indexed certified ACI quotient, including composed slot invocations, without mutating the source operands; ACI-distinct operators remain barriers. Relational and arithmetic additive families are selected from parser opcode identity; an exact INT carrier does not relabel relational PLUS/MINUS; exact Int classification requires the complete parser product family to be the singleton unary built-in Int product, while heterogeneous Int/signature alternatives remain a relation family; nested same-symbol binary occurrences retain monotone visits; distinct equal-valued literal nodes retain identity-scoped visits; commutative dual comparison consumes the certified child multiset; relational PLUS widening requires same-module, same-arity, column-wise authenticated ancestry coverage for every correlated product and explicit coercions. An actual parser-authenticated signature additionally absorbs a declaration-DAG descendant only when every subset-parent branch recursively reaches the carrier; primitive full carriers also absorb exact-type-proved subrelations, while a merely carrier-typed expression has no named subset-carrier authority. Exact same-arity empty relations are subsets of every relation, and plain relational ARROW/JOIN with an authenticated empty operand derive an exact-arity empty result before certification. Boolean laws apply only with concordant literal, formula-opcode-family, immediate operand, and parser-or-derived operator authority. Generic Bool type metadata is not operator provenance, and public semantic mutation revokes an internal derivation token. Relation-valued ITE is retained while its children are traversed; only an authorized exact Boolean ITE expands. Admission checks every alternative in each reachable union component and every temporal phase before branch, absorber, or dualization rewrites. A temporal-looking REF additionally requires one-use parser-issued source/graph/visit/downlink/type/lineage evidence, owner and child-range agreement, exact source arity, an exact source-visit edge bucket with unique contiguous positions and live captured root and child targets, live root-to-source reachability and graph-edge counterparts until a final validated snapshot seal, and one exact nonoverlapping exhaustive owner-issued child partition, plus a globally unique authority identity; metadata-only, unbound, cross-visit, incomplete-bucket, root-removed, child-removed, graph-mutated, wrong-owner, reused, or transplanted references reject. Named arity-zero LET references are the only explicit pre-beta placeholder. Reserved none/univ recognition additionally requires internal parser-factory or derived authority; public metadata cannot mint it, trusted nullary normalization preserves it, and any child mutation revokes it. Child insertion and semantic comparison require one arena/profile; rejected child and CALL-metadata mutations preserve their complete prior state; admission and complete reachable-component freezing share one arena monitor, EGraphNode is a final trusted representation with no producer override dispatch, and the NormalForm publishes frozen only afterward. Saturation preflights the complete reachable closure so another parent cannot mutate a shared frozen descendant or partially rewrite a mutable sibling before rejection. Rewrite-created nodes and snapshots inherit the existing source graph arena even when execution moves across threads, and creation rechecks owner mutability under that arena monitor. Retained-arena cleanup follows child edges and reachable union components but not registration alone; empty and all-null root sets clear both storage layers, and pruned handles become permanently retired, fail admission and semantic reads before traversal, invalidate escaped child views, and release node/child plus cache payload. NormalForm-derived rewrites preserve source-arena ownership, while one shared temporal-tree lifecycle monitor serializes child construction, normalization, admission, complete staging/commit, and recursive freeze. Lean pins the bounded relation ACI laws, equality transport into complement/self-difference, component, temporal, source-visit, root-liveness, child-liveness, exact temporal-child coverage, live-graph, owner-bound seal, atomic publication, transactional mutation, whole-graph mutability, generated-node arena inheritance, all-null closure, serialized lifecycle outcomes, sealed-dispatch, reachability-pruning, authority, and operand-family gates; complete Java-to-Lean mutable-graph refinement remains open. Complete parser-owned direct extends branches additionally reconstruct an abstract carrier, recursively through singleton abstract ancestors; missing branches, non-abstract parents, and subset-in-only declarations remain outside that rule. Parser-authorized iden additionally closes exact JOIN identity, exact binary transpose closes involution and binary-product reversal, and exact nested closure closes all four transitive/reflexive fixed points before the snapshot; SAT near misses and standalone finite-path proofs retain their boundaries. Enum carriers have an explicit complete-atom cover regression.
P5-10	fe6e99245458df62856a377aa4b006ea615e6c389fdf31d08fc6abdb045795d1	docs/section3-repair-audit/formal/Phase5SourceRules.lean	translated_sat_has_solver_authority;translated_unsat_has_solver_authority;unsupported_has_only_parser_type_lowering_authority;every_command_has_exactly_one_authority_record	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#CommandAuthorityRecord;src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#checkHigherOrderCommandAuthorities	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#checkHigherOrderCommandAuthorities	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	A source-ordered 12-command ledger emits exactly one checked record per command: eight solver-backed SAT/UNSAT results and four exact higher-order-skolemization limitations with parser/type/lowering-only authority; unrelated translation errors propagate
P5-11	d47927aa3fbf53685a9009de72bf8e38a3aa860736c74f22d75ebea29e9e7050	docs/section3-repair-audit/formal/Phase5SourceRules.lean	ablation_mirror_counterexample_for_one_binding;ablation_mirror_counterexample_for_some_binding	src/is/fivefivefive/CanDis/core/egraph/AlloyRewriteSystem.java#rewriteScopedTree	src/is/fivefivefive/CanDis/AlloySourceRuleRegressionTest.java#checkAblationBindingGuards;src/is/fivefivefive/CanDis/ablation/EGraphAblationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	Five engines pass scoped bare/ONE/SOME versus SET/LONE, nested shadowing, and synthetic-label attacks; the Lean counterexamples establish why erasing binding context is wrong but do not refine every engine implementation
